s_name,aumdate,aumtotal,classification,schemecode
Quant Gilt Fund-Reg(G),2025-06-30T00:00:00.000Z,135.77,Debt : Gilt,47345
ICICI Pru FMP-88-1226D-F(G),2025-06-30T00:00:00.000Z,135.01,Debt : FTP/FMP,47232
SBI FMP-46-1850D-Reg(G),2025-06-30T00:00:00.000Z,133.54,Debt : FTP/FMP,45620
Taurus Mid Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,133.42,Equity : Mid Cap,3306
Motilal Oswal Nifty 200 Momentum 30 ETF,2025-06-30T00:00:00.000Z,132.37,Equity : ETFs,46325
Quantum Equity FoF-Reg(G),2025-06-30T00:00:00.000Z,131.77,FoFs : Domestic,19904
Tata Floating Rate Fund-Reg(G),2025-06-30T00:00:00.000Z,131.53,Debt : Floater,45375
Kotak FMP-310-1131D(G),2025-06-30T00:00:00.000Z,130.85,Debt : FTP/FMP,47871
ICICI Pru Nifty50 Equal Weight Index Fund-Reg(G),2025-06-30T00:00:00.000Z,130.61,Equity : Index Funds,46902
Bandhan US Treasury Bond 0-1 year FoF-Reg(G),2025-06-30T00:00:00.000Z,130.43,FoFs : Overseas,47724
Groww Largecap Fund-Reg(G),2025-06-30T00:00:00.000Z,130.32,Equity : Large Cap,15997
HDFC NIFTY Realty Index Fund-Reg(G),2025-06-30T00:00:00.000Z,130.01,Equity : Index Funds,48654
DSP World Mining FoF-Reg(G),2025-06-30T00:00:00.000Z,129.77,FoFs : Overseas,8359
TRUSTMF Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,129.72,Debt : Short Duration,45652
Mirae Asset CRISIL-IBX Financial Services 9-12 Months Debt Index Fund-Reg(G),2025-06-30T00:00:00.000Z,129.7,Debt : Low Duration,49980
Samco ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,128.98,Equity : Tax Saving (ELSS),46606
Edelweiss Emerging Markets Opp Eq. Offshore Fund-Reg(G),2025-06-30T00:00:00.000Z,128.71,FoFs : Overseas,20281
SBI Magnum Childrens Benefit Fund-Savings Plan,2025-06-30T00:00:00.000Z,127.89,Hybrid : Solution Oriented,2748
DSP FMP 268-1281D-Reg(G),2025-06-30T00:00:00.000Z,127.66,Debt : FTP/FMP,47124
SBI FMP-78-1170D-Reg(G),2025-06-30T00:00:00.000Z,127.11,Debt : FTP/FMP,47638
TRUSTMF Money Market Fund-Reg(G),2025-06-30T00:00:00.000Z,126.9,Debt : Money Market,46735
Baroda BNP Paribas Multi Asset Active FoF-Reg(G),2025-06-30T00:00:00.000Z,126.25,FoFs : Domestic,49872
Tata Nifty India Digital ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,126.13,FoFs : Domestic,46355
Canara Rob Income Fund-Reg(G),2025-06-30T00:00:00.000Z,125.81,Debt : Medium to Long Duration,542
Helios Mid Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,125.69,Equity : Mid Cap,49111
Motilal Oswal BSE Enhanced Value ETF,2025-06-30T00:00:00.000Z,125.5,Equity : ETFs,46740
Navi Aggressive Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,125.47,Hybrid : Equity Oriented,39479
Canara Rob Dynamic Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,124.31,Debt : Dynamic Bond,7792
PGIM India Arbitrage Fund-Reg(G),2025-06-30T00:00:00.000Z,124.29,Hybrid : Arbitrage,28514
Mirae Asset Nifty 100 ESG Sector Leaders ETF,2025-06-30T00:00:00.000Z,123.7,Equity : ETFs,45134
SBI FMP-50-1843D-Reg(G),2025-06-30T00:00:00.000Z,123.65,Debt : FTP/FMP,45842
JM Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,123.39,Debt : Overnight,44156
Sundaram Global Brand Theme - Equity Active FoF(G),2025-06-30T00:00:00.000Z,122.9,FoFs : Overseas,3005
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,122.81,Equity : Index Funds,48782
ICICI Pru Nifty 100 ETF,2025-06-30T00:00:00.000Z,121.81,Equity : ETFs,22404
SBI Nifty Bank Index Fund-Reg(G),2025-06-30T00:00:00.000Z,121.58,Equity : Index Funds,49104
Kotak Nifty 50 Value 20 ETF,2025-06-30T00:00:00.000Z,121.07,Equity : ETFs,31116
LIC MF Arbitrage Fund-Reg(G),2025-06-30T00:00:00.000Z,121.01,Hybrid : Arbitrage,39948
Mirae Asset Dynamic Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,120.56,Debt : Dynamic Bond,36556
Groww Multicap Fund-Reg(G),2025-06-30T00:00:00.000Z,120.48,Equity : Multi Cap,49400
SBI FMP-43-1616D-Reg(G),2025-06-30T00:00:00.000Z,120.0,Debt : FTP/FMP,45525
Mirae Asset Silver ETF,2025-06-30T00:00:00.000Z,119.94,Gold : ETFs,46195
JM Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,119.89,Debt : Short Duration,46751
Quantum Dynamic Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,119.2,Debt : Dynamic Bond,37428
Groww Nifty Smallcap 250 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,118.85,Equity : Index Funds,48617
Baroda BNP Paribas Gold ETF,2025-06-30T00:00:00.000Z,118.84,Gold : ETFs,48145
Motilal Oswal Nifty Smallcap 250 ETF,2025-06-30T00:00:00.000Z,118.63,Equity : ETFs,48657
Aditya Birla SL Retirement Fund-40-Reg(G),2025-06-30T00:00:00.000Z,117.53,Hybrid : Solution Oriented,42770
Shriram Liquid Fund-Reg(G),2025-06-30T00:00:00.000Z,117.0,Debt : Liquid,48954
Kotak FMP-304-3119D(G),2025-06-30T00:00:00.000Z,116.85,Debt : FTP/FMP,47401
Unifi Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,116.84,Equity : Flexi Cap,49807
Motilal Oswal BSE Low Volatility Index Fund-Reg(G),2025-06-30T00:00:00.000Z,116.61,Equity : Index Funds,46438
Nippon India FMP-XLV-4-1111D(G),2025-06-30T00:00:00.000Z,116.21,Debt : FTP/FMP,47822
Canara Rob Corp Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,115.92,Debt : Corporate Bond,23504
Bandhan Conservative Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,115.82,Hybrid : Debt Oriented (Conservative),8465
PGIM India Dynamic Bond Fund(G),2025-06-30T00:00:00.000Z,115.79,Debt : Dynamic Bond,15247
ICICI Pru Debt Mgmt Fund(FOF)(G),2025-06-30T00:00:00.000Z,115.49,FoFs : Domestic,1707
PGIM India Gilt Fund(G),2025-06-30T00:00:00.000Z,115.32,Debt : Gilt,7012
Edelweiss Europe Dynamic Equity Off-shore Fund-Reg(G),2025-06-30T00:00:00.000Z,115.26,FoFs : Overseas,24618
Nippon India CRISIL-IBX AAA Financial Services - Dec 2026 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,114.05,Debt : Short Duration,49222
Mirae Asset Nifty India Manufacturing ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,112.94,FoFs : Domestic,46053
PGIM India Healthcare Fund-Reg(G),2025-06-30T00:00:00.000Z,111.81,Equity : Sectoral - Pharma,48975
Bank of India Money Market Fund-Reg(G),2025-06-30T00:00:00.000Z,111.25,Debt : Money Market,49468
Edelweiss CRISIL IBX AAA Financial Services Bond - Jan 2028 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,110.37,Debt : Medium to Long Duration,49393
Sundaram Nifty 100 Equal Weight Fund(G),2025-06-30T00:00:00.000Z,110.05,Equity : Index Funds,2384
Kotak NIFTY 100 Low Volatility 30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,109.99,Equity : Index Funds,45716
TRUSTMF Banking & PSU Fund-Reg(G),2025-06-30T00:00:00.000Z,109.41,Debt : Banking & PSU,45242
ICICI Pru Nifty50 Value 20 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,109.32,Equity : Index Funds,48523
Motilal Oswal Nifty 5 Year Benchmark G-Sec ETF,2025-06-30T00:00:00.000Z,108.92,Debt : ETFs,45196
Quantum ESG Best In Class Strategy Fund-Reg(G),2025-06-30T00:00:00.000Z,108.56,Equity : Thematic,43878
Edelweiss ASEAN Equity Off-Shore Fund-Reg(G),2025-06-30T00:00:00.000Z,108.49,FoFs : Overseas,13404
Quant Arbitrage Fund-Reg(G),2025-06-30T00:00:00.000Z,107.77,Hybrid : Arbitrage,49743
Union Dynamic Bond Fund(G),2025-06-30T00:00:00.000Z,107.75,Debt : Dynamic Bond,16032
UTI NIFTY50 Equal Weight Index Fund-Reg(G),2025-06-30T00:00:00.000Z,107.0,Equity : Index Funds,47962
Bank of India Credit Risk Fund-Reg(G),2025-06-30T00:00:00.000Z,107.0,Debt : Credit Risk,30390
Tata Nifty Midcap 150 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,106.79,Equity : Index Funds,49937
Navi Liquid Fund-Reg(G),2025-06-30T00:00:00.000Z,106.18,Debt : Liquid,8544
DSP Nifty Midcap 150 Quality 50 ETF,2025-06-30T00:00:00.000Z,106.1,Equity : ETFs,46157
Motilal Oswal Active Momentum Fund-Reg(G),2025-06-30T00:00:00.000Z,105.07,Equity : Thematic,49517
Invesco India Banking and PSU Fund(G),2025-06-30T00:00:00.000Z,104.92,Debt : Banking & PSU,17249
Baroda BNP Paribas Income Plus Arbitrage Active FoF-Reg(G),2025-06-30T00:00:00.000Z,104.79,FoFs : Domestic,49897
Union Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,103.86,Debt : Overnight,43213
ICICI Pru Retirement Fund-Pure Debt Plan(G),2025-06-30T00:00:00.000Z,103.76,Hybrid : Solution Oriented,25670
Kotak Nifty SDL Jul 2026 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,103.71,Debt : Medium to Long Duration,46729
Groww Gold ETF,2025-06-30T00:00:00.000Z,103.02,Gold : ETFs,49188
Mirae Asset Gold ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,102.85,Gold : ETFs,49290
Mirae Asset Nifty 100 ESG Sector Leaders FoF-Reg(G),2025-06-30T00:00:00.000Z,102.71,FoFs : Domestic,45135
Nippon India Quant Fund(G),2025-06-30T00:00:00.000Z,102.66,Equity : Thematic,5153
Bandhan CRISIL IBX 90:10 SDL Plus Gilt - Nov 2026 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,102.48,Debt : Medium to Long Duration,46213
HDFC NIFTY200 Momentum 30 ETF,2025-06-30T00:00:00.000Z,102.3,Equity : ETFs,46042
WOC Equity Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,102.24,Hybrid : Equity Oriented,49513
ICICI Pru Global Stable Equity Fund(FOF)(G),2025-06-30T00:00:00.000Z,101.42,FoFs : Overseas,16718
SBI Nifty IT ETF,2025-06-30T00:00:00.000Z,100.94,Equity : ETFs,45110
LIC MF Nifty Next 50 Index Fund(G),2025-06-30T00:00:00.000Z,100.06,Equity : Index Funds,12836
Navi ELSS Tax Saver Nifty 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,99.99,Equity : Tax Saving (ELSS),47657
Nippon India Medium Duration Fund(G),2025-06-30T00:00:00.000Z,99.96,Debt : Medium Duration,21911
Kotak Global Emerging Mkt Fund(G),2025-06-30T00:00:00.000Z,99.67,FoFs : Overseas,2047
Tata Nifty Realty Index Fund-Reg(G),2025-06-30T00:00:00.000Z,99.31,Equity : Index Funds,48684
DSP Gold ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,98.9,Gold : MFs,48322
Kotak FMP-308-1125D(G),2025-06-30T00:00:00.000Z,98.18,Debt : FTP/FMP,47570
ICICI Pru Nifty200 Value 30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,98.13,Equity : Index Funds,49113
Mahindra Manulife Dynamic Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,97.96,Debt : Credit Risk,40695
Invesco India Nifty 50 ETF,2025-06-30T00:00:00.000Z,97.31,Equity : ETFs,12694
SBI Nifty 200 Quality 30 ETF,2025-06-30T00:00:00.000Z,97.25,Equity : ETFs,41015
Groww Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,97.19,Debt : Short Duration,23158
Axis FTP-113-1228D-Reg(G),2025-06-30T00:00:00.000Z,96.42,Debt : FTP/FMP,47799
HDFC NIFTY Midcap 150 ETF,2025-06-30T00:00:00.000Z,95.58,Equity : ETFs,46873
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,94.44,Debt : Medium to Long Duration,46999
Motilal Oswal Multi Asset Fund-Reg(G),2025-06-30T00:00:00.000Z,93.8,Hybrid : Multi Asset Allocation,45017
DSP Silver ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,93.78,FoFs : Domestic,49808
Zerodha Nifty Midcap 150 ETF,2025-06-30T00:00:00.000Z,93.65,Equity : ETFs,48886
Axis Nifty500 Value 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,93.6,Equity : Index Funds,37710
Tata Nifty G-Sec Dec 2026 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,92.74,Debt : Medium Duration,47436
Mirae Asset Nifty 8-13 yr G-Sec ETF,2025-06-30T00:00:00.000Z,92.42,Debt : ETFs,47899
HDFC NIFTY Next 50 ETF,2025-06-30T00:00:00.000Z,92.23,Equity : ETFs,39624
LIC MF BSE Sensex Index Fund-Reg(G),2025-06-30T00:00:00.000Z,91.93,Equity : Index Funds,2133
Baroda BNP Paribas Childrens Fund-Reg(G),2025-06-30T00:00:00.000Z,91.9,Hybrid : Solution Oriented,49110
ICICI Pru Nifty Pharma Index Fund-Reg(G),2025-06-30T00:00:00.000Z,91.49,Equity : Sectoral - Pharma,47224
ICICI Pru BSE Midcap Select ETF,2025-06-30T00:00:00.000Z,91.2,Equity : ETFs,33837
Aditya Birla SL CRISIL 10 Year Gilt ETF,2025-06-30T00:00:00.000Z,90.65,Debt : ETFs,49045
PGIM India Corp Bond Fund(G),2025-06-30T00:00:00.000Z,90.27,Debt : Corporate Bond,854
Mahindra Manulife Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,90.2,Debt : Short Duration,45310
Motilal Oswal Nifty Realty ETF,2025-06-30T00:00:00.000Z,90.04,Equity : ETFs,48548
Mahindra Manulife Arbitrage Fund-Reg(G),2025-06-30T00:00:00.000Z,89.92,Hybrid : Arbitrage,45042
Nippon India CRISIL-IBX AAA Financial Services - Jan 2028 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,89.71,Debt : Medium to Long Duration,49221
PGIM India Retirement Fund-Reg(G),2025-06-30T00:00:00.000Z,89.66,Hybrid : Solution Oriented,44436
360 ONE ELSS Tax Saver Nifty 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,88.71,Equity : Tax Saving (ELSS),47302
DSP Global Clean Energy FoF-Reg(G),2025-06-30T00:00:00.000Z,88.38,FoFs : Overseas,7866
LIC MF Healthcare Fund-Reg(G),2025-06-30T00:00:00.000Z,87.7,Equity : Sectoral - Pharma,41330
ICICI Pru Strategic Metal and Energy Equity FoF-Reg(G),2025-06-30T00:00:00.000Z,87.67,FoFs : Overseas,46205
Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF-Reg(G),2025-06-30T00:00:00.000Z,87.56,Debt : ETFs,48274
Motilal Oswal Asset Allocation Passive FoF-Aggressive-Reg(G),2025-06-30T00:00:00.000Z,86.05,FoFs : Domestic,45344
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,85.91,Debt : Medium to Long Duration,47548
HSBC Brazil Fund(G),2025-06-30T00:00:00.000Z,85.79,FoFs : Overseas,8587
Mirae Asset Hang Seng TECH ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,85.17,FoFs : Overseas,46071
LIC MF Gilt Fund-Reg(G),2025-06-30T00:00:00.000Z,85.09,Debt : Gilt,2124
LIC MF Gilt Fund-PF(G),2025-06-30T00:00:00.000Z,85.09,Debt : Gilt,2126
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,84.24,Debt : Banking & PSU,47038
ICICI Pru Nifty Commodities ETF,2025-06-30T00:00:00.000Z,84.1,Equity : Thematic,47332
Tata Nifty Auto Index Fund-Reg(G),2025-06-30T00:00:00.000Z,83.28,Equity : Sectoral - Auto,48683
SBI FMP-79-1130D-Reg(G),2025-06-30T00:00:00.000Z,83.27,Debt : FTP/FMP,47764
HDFC Nifty Top 20 Equal Weight Index Fund-Reg(G),2025-06-30T00:00:00.000Z,82.88,Equity : Index Funds,49704
UTI Nifty Alpha Low-Volatility 30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,82.83,Equity : Index Funds,49366
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,82.79,Equity : Index Funds,48786
ICICI Pru Retirement Fund-Hybrid Cons Plan(G),2025-06-30T00:00:00.000Z,82.5,Hybrid : Solution Oriented,25668
Motilal Oswal NASDAQ Q 50 ETF,2025-06-30T00:00:00.000Z,82.07,Equity : ETFs,46181
Motilal Oswal BSE Low Volatility ETF,2025-06-30T00:00:00.000Z,82.01,Equity : ETFs,46437
Axis Nifty500 Momentum 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,81.35,Equity : Index Funds,49216
Kotak BSE PSU Index Fund-Reg(G),2025-06-30T00:00:00.000Z,81.24,Equity : Index Funds,48890
Edelweiss CRISIL-IBX AAA Bond NBFC-HFC-Jun 2027 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,81.01,Debt : Short Duration,49624
Taurus ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,80.98,Equity : Tax Saving (ELSS),3314
Aditya Birla SL CRISIL IBX Gilt April 2033 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,80.59,Debt : Long Duration,48411
Sundaram LT Micro Cap Tax Adv Fund-Sr III-Reg(G),2025-06-30T00:00:00.000Z,80.22,Equity : Tax Saving (ELSS),36026
HDFC FMP-Sr 47-1269D-March 2023-Reg(G),2025-06-30T00:00:00.000Z,79.84,Debt : FTP/FMP,47782
Axis FTP-112-1143D-Reg(G),2025-06-30T00:00:00.000Z,79.65,Debt : FTP/FMP,47568
Tata Nifty Financial Services Index Fund-Reg(G),2025-06-30T00:00:00.000Z,79.48,Equity : Index Funds,48760
UTI Silver ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,79.0,FoFs : Domestic,46882
Kotak International REIT FOF-Reg(G),2025-06-30T00:00:00.000Z,78.98,FoFs : Overseas,42804
Axis Nifty SDL Sep 2026 Debt Index Fund-Reg(G),2025-06-30T00:00:00.000Z,78.59,Debt : Medium Duration,47113
Groww Dynamic Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,77.77,Debt : Dynamic Bond,38110
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,77.19,Debt : Medium to Long Duration,47409
UTI CRISIL SDL Maturity June 2027 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,76.39,Debt : Medium to Long Duration,47369
Aditya Birla SL FTP-UJ-1110D-Reg(G),2025-06-30T00:00:00.000Z,76.32,Debt : FTP/FMP,47848
Nippon India FMP-XLIV-1-1743D(G),2025-06-30T00:00:00.000Z,75.74,Debt : FTP/FMP,46914
Nippon India ETF Nifty Dividend Opportunities 50,2025-06-30T00:00:00.000Z,74.55,Equity : ETFs,17481
Groww Nifty India Defence ETF FOF-Reg(G),2025-06-30T00:00:00.000Z,74.07,FoFs : Domestic,49023
Mirae Asset Nifty SDL June 2028 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,73.78,Debt : Medium to Long Duration,47763
PGIM India Equity Savings Fund(G),2025-06-30T00:00:00.000Z,73.12,Hybrid : Equity Oriented,845
Bandhan FMP-209-93D-Reg(G),2025-04-30T00:00:00.000Z,72.95,Debt : FTP/FMP,49505
SBI LT Advantage Fund-III-Reg(G),2025-06-30T00:00:00.000Z,72.83,Equity : Tax Saving (ELSS),34307
Union Childrens Fund-Reg(G),2025-06-30T00:00:00.000Z,72.46,Hybrid : Solution Oriented,48373
Invesco India Nifty G-sec Jul 2027 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,72.42,Debt : Medium Duration,47794
DSP Nifty PSU Bank ETF,2025-06-30T00:00:00.000Z,72.42,Equity : ETFs,47908
Mahindra Manulife Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,72.41,Debt : Overnight,42560
Kotak Nifty Midcap 50 ETF,2025-06-30T00:00:00.000Z,71.76,Equity : ETFs,45730
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,71.44,Equity : Index Funds,49586
Franklin India Income Plus Arbitrage Active FoF(G),2025-06-30T00:00:00.000Z,70.86,FoFs : Domestic,31040
Groww Nifty India Railways PSU ETF,2025-06-30T00:00:00.000Z,69.64,Equity : ETFs,49496
Bank of India Conservative Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,69.47,Hybrid : Debt Oriented (Conservative),7569
Kotak Nifty Financial Services Ex-Bank Index Fund-Reg(G),2025-06-30T00:00:00.000Z,69.4,Equity : Index Funds,48107
ICICI Pru Nifty PSU Bank ETF,2025-06-30T00:00:00.000Z,67.53,Equity : ETFs,36397
Aditya Birla SL CRISIL-IBX AAA Financial Services Index-Sep 2027 Fund-Reg(G),2025-06-30T00:00:00.000Z,67.5,Debt : Medium to Long Duration,49205
WOC ESG Best-In-Class Strategy Fund-Reg(G),2025-06-30T00:00:00.000Z,67.01,Equity : Thematic,49117
Quantum Multi Asset FOFs-Reg(G),2025-06-30T00:00:00.000Z,66.87,FoFs : Domestic,20096
Union Gold ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,66.78,Gold : MFs,49466
Nippon India FMP-XLI-8-3654D(G),2025-06-30T00:00:00.000Z,66.3,Debt : FTP/FMP,43259
Baroda BNP Paribas Nifty 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,66.21,Equity : Index Funds,41180
Bank of India Midcap Tax Fund-Sr 1-Reg(G),2025-06-30T00:00:00.000Z,65.95,Equity : Tax Saving (ELSS),38076
ICICI Pru FMP-88-1303D-S(G),2025-06-30T00:00:00.000Z,65.05,Debt : FTP/FMP,47688
Navi Nifty India Manufacturing Index Fund-Reg(G),2025-06-30T00:00:00.000Z,63.86,Equity : Index Funds,45954
Motilal Oswal Nifty MidSmall Financial Services Index Fund-Reg(G),2025-06-30T00:00:00.000Z,63.72,Equity : Index Funds,48807
ICICI Pru Nifty India Consumption ETF,2025-06-30T00:00:00.000Z,63.19,Equity : ETFs,45678
Shriram Balanced Advantage Fund-Reg(G),2025-06-30T00:00:00.000Z,62.78,Hybrid : Dynamic Asset Allocation,43158
ITI Liquid Fund-Reg(G),2025-06-30T00:00:00.000Z,62.25,Debt : Liquid,43396
Quantum Ethical Fund-Reg(G),2025-06-30T00:00:00.000Z,61.89,Equity : Thematic,49179
HSBC Multi Asset Active FOF-Reg(G),2025-06-30T00:00:00.000Z,61.48,FoFs : Domestic,28309
TRUSTMF FMP-SR-II-Reg(G),2025-06-30T00:00:00.000Z,61.33,Debt : FTP/FMP,45723
DSP US Treasury FoF-Reg(G),2025-06-30T00:00:00.000Z,60.92,FoFs : Overseas,48492
UTI FTIF-XXXVI-I(1574D)(G),2025-06-30T00:00:00.000Z,60.79,Debt : FTP/FMP,47684
JM Dynamic Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,60.6,Debt : Dynamic Bond,1925
Bajaj Finserv ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,60.56,Equity : Tax Saving (ELSS),49457
Bandhan Nifty Smallcap 250 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,60.38,Equity : Index Funds,48141
Aditya Birla SL Nifty IT ETF,2025-06-30T00:00:00.000Z,60.29,Equity : ETFs,45697
Axis Retirement Fund-Conservative Plan-Reg(G),2025-06-30T00:00:00.000Z,59.79,Hybrid : Solution Oriented,43843
HSBC Global Emerging Markets Fund(G),2025-06-30T00:00:00.000Z,59.78,FoFs : Overseas,4314
Kotak NIFTY Midcap 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,59.18,Equity : Index Funds,48955
TRUSTMF Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,58.96,Debt : Overnight,45719
Groww Value Fund-Reg(G),2025-06-30T00:00:00.000Z,58.71,Equity : Value / Contra,33606
Motilal Oswal Nifty Capital Market ETF,2025-06-30T00:00:00.000Z,58.63,Equity : ETFs,49686
ICICI Pru BSE 500 ETF FOF-Reg(G),2025-06-30T00:00:00.000Z,58.24,FoFs : Domestic,45726
HSBC Global Equity Climate Change FoF-Reg(G),2025-06-30T00:00:00.000Z,57.46,FoFs : Overseas,45333
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,57.37,Debt : Medium to Long Duration,49254
Motilal Oswal Nifty 50 ETF,2025-06-30T00:00:00.000Z,57.35,Equity : ETFs,8634
Groww Banking & Financial Services Fund-Reg(G),2025-06-30T00:00:00.000Z,57.13,Equity : Sectoral - Financial Services,48456
Navi ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,56.93,Equity : Tax Saving (ELSS),32632
DSP 10Y G-Sec Fund-Reg(G),2025-06-30T00:00:00.000Z,56.51,Debt : Gilt (10 Yr Constant Duration),17573
Zerodha Nifty 100 ETF,2025-06-30T00:00:00.000Z,55.55,Equity : ETFs,48885
UTI Nifty Midcap 150 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,54.93,Equity : Index Funds,49368
Motilal Oswal BSE Quality Index Fund-Reg(G),2025-06-30T00:00:00.000Z,54.59,Equity : Index Funds,46744
Franklin India Medium to Long Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,54.54,Debt : Medium to Long Duration,48952
Nippon India FMP-XLIV-4-1223D(G),2025-06-30T00:00:00.000Z,54.03,Debt : FTP/FMP,47212
DSP Nifty Bank Index Fund-Reg(G),2025-06-30T00:00:00.000Z,53.64,Equity : Index Funds,48801
HDFC FMP-Sr 47-1204D-Dec 2022-Reg(G),2025-06-30T00:00:00.000Z,53.6,Debt : FTP/FMP,46876
Groww ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,52.69,Equity : Tax Saving (ELSS),38133
HDFC NIFTY IT ETF,2025-06-30T00:00:00.000Z,51.76,Equity : ETFs,47070
DSP FMP 264-60M & 17D-Reg(G),2025-06-30T00:00:00.000Z,51.63,Debt : FTP/FMP,43787
Invesco India - Invesco Pan European Equity FoF-Reg(G),2025-06-30T00:00:00.000Z,51.61,FoFs : Overseas,24619
Nippon India ETF BSE Sensex Next 50,2025-06-30T00:00:00.000Z,51.52,Equity : ETFs,43930
LIC MF Conservative Hybrid Fund(G),2025-06-30T00:00:00.000Z,51.4,Hybrid : Debt Oriented (Conservative),2142
Taurus Large Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,50.8,Equity : Large Cap,3305
Groww Nifty Non-Cyclical Consumer Index Fund-Reg(G),2025-06-30T00:00:00.000Z,50.8,Equity : Index Funds,48799
Shriram ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,50.71,Equity : Tax Saving (ELSS),41744
Axis BSE Sensex Index Fund-Reg(G),2025-06-30T00:00:00.000Z,49.91,Equity : Index Funds,48476
Groww Nifty 1D Rate Liquid ETF,2025-06-30T00:00:00.000Z,49.9,Debt : ETFs,49128
